48.6915 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
48.6925 	INFO 	Loaded monitor calibration from ['2024_05_18 00:21']
49.1635 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A145E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14580>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A143D0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000223A0DD7520>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 300.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
49.1635 	EXP 	window1: backgroundImage = ''
49.1636 	EXP 	window1: backgroundFit = 'none'
49.1638 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.1642 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.1755 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.1762 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.1842 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1860 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1895 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1913 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1925 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1941 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1960 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1970 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1981 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.1997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2013 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2028 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2043 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2058 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2074 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2113 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2132 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2143 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2147 	DEBUG 	Uploading Texture Font fontname to graphics card
49.2158 	DEBUG 	Upload of Texture Font fontname complete
49.2178 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.2180 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.2188 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.2195 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000223A0A14700>
49.2241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2280 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.2284 	DEBUG 	Uploading Texture Font fontname to graphics card
49.2292 	DEBUG 	Upload of Texture Font fontname complete
49.2317 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
49.2317 	EXP 	window1: recordFrameIntervals = False
49.4197 	EXP 	window1: recordFrameIntervals = True
49.6031 	EXP 	Screen (0) actual frame rate measured at 59.71Hz
49.6031 	EXP 	window1: recordFrameIntervals = False
